row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,MS0_NEW_POS.mzXML Peak area,MS33_NEW_POS.mzXML Peak area,MS33_OLD_POS.mzXML Peak area,MS0_OLD_POS.mzXML Peak area,MS60_NEW_POS.mzXML Peak area,MS80_NEW_POS.mzXML Peak area,MS60_OLD_POS.mzXML Peak area,P1_pos.mzXML Peak area,MS80_OLD_POS.mzXML Peak area,P5_pos.mzXML Peak area,P3_pos.mzXML Peak area,P4_pos.mzXML Peak area,P2_pos.mzXML Peak area,P6_pos.mzXML Peak area,P8_pos.mzXML Peak area,P7_pos.mzXML Peak area,P9_pos.mzXML Peak area,P23_pos.mzXML Peak area,P10_pos.mzXML Peak area,P11_pos.mzXML Peak area,P21_pos.mzXML Peak area,P25_pos.mzXML Peak area,P26_pos.mzXML Peak area,P24_pos.mzXML Peak area,P27_pos.mzXML Peak area,P28_pos.mzXML Peak area,P29_pos.mzXML Peak area,P30_pos.mzXML Peak area,E1_pos.mzXML Peak area,E2_pos.mzXML Peak area,P31_pos.mzXML Peak area,P32_pos.mzXML Peak area,E4_pos.mzXML Peak area,E5_pos.mzXML Peak area,E3_pos.mzXML Peak area,E7_pos.mzXML Peak area,E6_pos.mzXML Peak area,E8_pos.mzXML Peak area,E9_pos.mzXML Peak area,E10_pos.mzXML Peak area,E11_pos.mzXML Peak area,E12_pos.mzXML Peak area,E33_pos.mzXML Peak area,E35_pos.mzXML Peak area,E34_pos.mzXML Peak area,E37_pos.mzXML Peak area,E38_pos.mzXML Peak area,E39_pos.mzXML Peak area,E36_pos.mzXML Peak area,E43_pos.mzXML Peak area,E40_pos.mzXML Peak area,E41_pos.mzXML Peak area,E44_pos.mzXML Peak area,E42_pos.mzXML Peak area,
12190,111.11718923902492,15.292412,,,,,,,,,,,74488.86,91772.91,95623.12,85920.57,82163.35,107825.71,101310.164,712693.8,135101.36,646676.94,722961.94,672661.75,953138.1,685870.6,270920.47,421257.56,379748.3,45028.043,1516628.5,675804.0,36502.633,41680.336,58209.7,37329.387,239137.83,305630.7,207052.62,279126.8,67809.33,38039.87,243692.97,282282.28,39905.125,39351.49,39210.4,56376.02,51335.617,44071.414,59581.414,40948.973,53319.453,64209.36,35936.023,42128.348,38928.91,39708.535,36411.156,37211.855,34773.242,76265.55,50722.812,53599.46,98076.25,106191.32,
2596,113.06005938979062,5.272534,,,,,,,,,,,2016340.4,1515059.5,1930830.2,4360643.5,879967.3,577521.44,1259750.9,441942.5,248506.81,395857.2,577851.8,440340.2,524007.62,215226.1,361115.78,198747.88,222403.61,181852.0,196448.17,248914.3,264169.44,204720.9,301182.1,211855.88,325679.4,504887.3,637561.1,539337.56,955095.6,817784.5,576183.75,783463.3,640236.25,453697.88,784321.94,720201.4,388399.66,421000.3,329027.38,482253.94,383699.16,369029.7,487246.72,789635.44,659039.3,472569.53,640660.9,345464.22,480886.97,354230.8,326959.12,400006.62,454628.97,622124.44,
15727,113.1328354843629,17.559322,,,,,,,,,,,0,1721.4438,2250.2703,13905.04,49064.746,3826.805,12254.084,915.11694,4268.8447,1844128.4,2013257.0,22120.531,782.9323,3505318.0,1559.2698,2192138.0,2722.222,0,6541.396,1476.5077,0,3106.2332,2124791.2,1918099.6,2005448.9,1275141.9,1817453.4,4325.4624,763.98413,3463.705,5031.1895,4601.2915,1590.9316,0,762.74524,1960.2103,0,664.95483,1973.6611,1929.8843,4026.7764,1285.4102,717.605,0,2473.675,4644.5117,0,0,5536.2705,828.5571,0,951.3296,1064.2036,3261.3413,
1811,116.07094884938611,3.817365,,,,,,,,,,,1067413.6,1185282.0,1495004.1,1822880.1,1520052.1,667401.2,1301866.5,1.1505459E7,1268605.0,1.001004E7,1.6985542E7,1.4428337E7,1.4046689E7,8816560.0,8500605.0,5145275.0,3075369.5,171264.52,3331842.8,2585674.0,185332.8,500181.1,444197.25,378820.12,335829.9,94946.78,371319.1,92736.08,108132.15,513874.16,123174.57,167290.66,393343.16,392877.3,471039.6,104068.266,834245.4,164400.16,142142.38,126301.29,70379.55,101981.98,547284.75,270848.06,383963.03,231322.02,907557.56,262937.16,328330.8,119933.875,131976.58,224026.7,153051.05,176354.1,
526,116.07099909379393,1.2039324,,,,,,,,,,,1.5473236E7,1.4326552E7,1.3543923E7,2.374428E7,8087215.5,5418373.5,1.0694308E7,1.2404803E7,7248722.0,3.1146478E7,1.9330518E7,1.5380705E7,4.8655496E7,1.4092335E7,3.248196E7,7942203.5,1.782653E7,3506766.2,1.9993214E7,1.5075975E7,4035429.0,2003293.4,1697542.9,1788481.0,1319021.5,1423078.6,889422.3,650911.25,1.4796533E7,9406183.0,803518.4,643102.2,9884692.0,7386921.0,1.088263E7,1.2284909E7,1.0995149E7,6517508.0,6005024.0,5933651.5,5257930.0,5113112.0,615623.5,2025296.9,1809656.6,356657.0,1284459.4,332276.4,941970.94,527185.56,707512.25,712611.75,580225.56,407556.66,
527,116.10732529811361,1.201092,,,,,,,,,,,36151.617,170057.56,81328.31,88734.55,65546.266,7851.736,93944.08,2.5167126E7,57162.76,1.9496616E7,1.0346375E7,1.8051558E7,1.7158566E7,7807690.0,1.9963852E7,5754459.5,2.5631906E7,2632342.8,2.693599E7,2.6375076E7,2619760.0,2903471.5,2902187.5,2889114.0,1166981.8,2193520.8,939325.4,379909.3,173604.97,160998.9,757187.25,616116.7,156479.36,190847.03,188930.44,183194.14,178066.45,173690.55,129563.445,250906.44,192961.56,214149.05,109767.31,83832.34,106669.016,47153.58,101379.83,46139.773,56255.25,30855.219,32362.285,37943.098,35169.29,38292.523,
569,117.05498501722481,1.216805,,,,,,,,,,,1441722.5,2089858.4,2197647.5,2515020.8,1623067.4,1580180.5,2209916.2,3.821606E7,2411144.5,3.0677374E7,1.2159959E7,1.4265357E7,8128063.0,1.4510311E7,3.347043E7,2.3831712E7,5.3466812E7,1445451.8,5.212193E7,4.4301212E7,2767293.2,2965543.0,1756585.6,3034174.8,3856272.5,5318504.0,3398711.8,2594073.8,99278.41,560946.25,6694002.0,5379875.0,995576.56,177112.8,702253.2,182403.7,666622.9,696329.6,160309.64,993659.06,424743.34,281203.34,288416.8,193128.84,215668.52,277479.34,214241.88,230514.22,342259.5,536840.4,379528.28,516562.72,634065.06,728205.2,
408,118.12295017901089,1.1559867,,,,,,,,,,,14420.255,46370.9,522314.0,810649.75,31835.418,16177.501,548844.3,7255179.5,426589.25,4280339.0,2766492.2,1957957.4,2525138.0,931045.4,3847563.0,449756.25,4785566.5,1376710.1,5075648.0,5828596.5,1725103.1,1516953.2,1728444.1,1990065.2,745295.9,1322810.4,448913.9,189100.19,807847.56,775617.25,312627.72,270049.8,914335.2,815856.6,1109803.6,271916.9,712770.8,848876.56,764398.3,741347.94,744766.56,709070.2,387962.5,486426.16,444963.25,173412.86,628429.2,119553.97,207104.14,82678.71,180636.94,154234.55,104360.09,130296.3,
6139,119.04939929034191,9.640208,,,,,,,,,,,7942.1055,97489.875,137915.0,21019.523,152575.25,158565.81,294982.28,327205.03,396544.22,292409.03,430741.03,1006424.5,389878.72,927110.2,492358.62,1576581.2,321381.66,12308.956,277372.22,494029.44,32914.105,14902.587,5146.8115,6500.334,9184.539,18216.125,3098.9316,5473.7812,753.84424,773.4492,10814.552,21691.758,0,0,1534.7225,708.4797,716.2273,851.00195,676.0685,683.9381,698.5519,1360.7151,5375.0107,2802.6465,5763.145,5613.9644,7035.965,9311.786,14480.065,16390.393,23435.594,13353.098,18556.494,17035.527,
1704,119.04942218111401,2.7496648,,,,,,,,,,,65630.55,84545.29,299748.28,504242.88,51740.496,83845.05,234233.81,5136188.0,227303.9,4496594.0,8333802.5,9023456.0,7323077.5,8632338.0,4602637.0,7817860.5,2204737.8,267404.9,2757039.2,1703086.6,647820.1,139468.8,102194.445,73173.42,25323.729,80521.266,8380.658,26336.625,3526051.2,2805292.8,14414.747,19319.357,2821413.5,1905255.0,2763487.5,2561891.2,3556616.8,1820779.5,1966289.0,1218158.4,1321586.0,1214426.9,81351.52,42057.71,51873.016,23572.809,39646.793,9314.399,29583.344,11016.534,12231.881,6802.8267,15349.673,20271.785,
6729,119.08583275827002,10.61653,,,,,,,,,,,284035.2,380410.8,950878.9,1277863.9,157227.61,159243.39,724635.44,2856356.2,610266.25,1849746.5,2074268.5,2313026.8,1172648.8,542166.44,1822783.0,1043084.1,2742752.8,309823.72,1959574.8,2351582.5,417760.8,167277.28,308278.25,197334.98,113765.66,190004.95,134818.53,156855.84,260774.12,141380.89,256844.75,179140.47,149311.44,125732.93,143557.7,111430.266,143256.16,104267.96,87606.38,102975.1,94313.33,96415.03,157578.16,906864.8,237391.95,218626.12,1566270.8,565856.25,186741.16,192170.36,122641.9,150820.97,213801.25,135872.89,
9176,119.08584677883125,13.457699,,,,,,,,,,,480256.94,396519.47,756308.44,1433843.5,230875.78,167221.39,1159976.4,220027.39,880612.2,303396.2,611673.75,335773.2,243181.47,289530.16,502232.66,257494.05,520662.3,199893.9,558138.0,499481.28,330499.16,236201.66,106110.3,218847.11,262400.28,244485.61,210190.62,260514.3,535050.44,558216.44,266595.72,297312.16,590896.9,786577.5,825399.5,541611.06,776037.56,610575.3,935524.0,657041.9,661149.1,766914.94,286436.2,271861.3,307828.44,283626.53,341894.6,358389.62,369891.94,336563.4,378093.72,388901.06,448589.75,332547.78,
13078,119.0858589696378,16.014952,,,,,,,,,,,1616510.2,1484001.1,1811724.9,2751257.2,910529.44,871943.6,1533754.0,84223.0,1338045.6,88677.25,107468.266,117283.59,82094.24,112005.34,71504.31,46129.754,77948.2,1473113.1,71638.38,73171.09,1416937.5,1087364.0,1074636.0,1305610.2,969477.1,896657.3,852877.3,1255298.6,55463.703,58622.945,1247797.0,782658.44,55982.836,42554.453,57397.906,38536.78,51612.176,46611.703,38982.73,38597.75,44677.625,38232.336,2190012.2,2047090.2,2012866.5,1733842.0,1514970.9,1060755.6,1747425.2,523864.88,1086862.5,1077725.1,599026.5,771589.0,
12199,119.08585969597553,15.358034,,,,,,,,,,,1905900.5,2522784.5,2048691.0,3567019.2,657255.8,900945.9,1562709.5,49232.023,1498522.2,43041.777,51544.53,62922.3,45633.7,40124.39,58620.188,46129.754,60637.82,343755.38,57391.1,72869.9,173762.52,412168.1,606527.2,553421.5,898843.9,594593.56,950019.3,725299.44,16714.148,21354.756,600609.44,1330542.8,39213.23,8153.6084,17470.531,23131.312,23943.172,12375.242,13939.758,31219.908,23600.861,20532.654,553985.1,429498.3,401854.28,724631.75,658437.75,997256.25,866258.4,1354427.6,1144863.2,1034170.56,1340835.4,1486776.1,
434,120.06584057433332,1.1703328,,,,,,,,,,,289768.22,127896.34,319170.62,740074.5,61979.336,18816.547,274219.78,2438747.8,99771.73,2529396.0,5714796.0,6174690.5,6244012.0,1.89596E7,2789531.0,1.0060472E7,723570.3,288364.2,1524897.2,1021596.1,1006711.3,395313.97,284609.75,381121.88,191824.31,165414.97,44847.47,65438.777,1383482.8,933440.6,95142.62,117400.13,1041612.75,777545.3,996303.4,1350293.1,536918.4,760335.5,651539.56,572553.9,615188.5,524219.12,385334.84,2638037.8,2402634.0,213916.64,540536.3,343082.88,621403.3,74536.0,443884.25,336176.03,145265.58,297854.34,
15740,121.02872930484519,17.616695,,,,,,,,,,,22768.822,36048.918,46102.3,47492.867,183739.58,18134.098,51013.664,23325.371,68354.695,5665665.5,5904503.5,113602.61,24350.787,1.0608954E7,23782.36,6375588.5,27945.297,22990.725,36424.082,20609.363,27114.291,30724.816,6342533.5,5707293.0,6066217.5,3882240.5,5612779.0,28772.719,24411.35,48369.438,27830.576,36017.36,29641.191,26878.967,44149.742,37806.77,31519.537,26091.473,45500.33,47562.38,59441.316,33699.72,25474.096,27582.504,30179.062,47215.484,26672.799,24972.238,47142.543,23751.172,31183.078,31433.74,26701.318,27707.086,
6401,121.06507536692062,10.16721,,,,,,,,,,,83687.6,862352.25,1363871.8,114908.88,1012068.7,1646201.2,2854308.5,179287.95,3887160.5,117452.31,129140.95,212811.88,153284.05,89658.984,145944.56,183870.5,148265.56,77369.234,101621.05,145529.0,47360.754,177709.14,71922.734,164460.0,152945.36,135101.7,409027.53,150734.88,63763.438,61476.703,292463.94,269352.22,91814.96,59649.098,67847.3,57546.832,62513.1,50895.027,76676.38,70460.43,97075.58,79204.34,65712.75,89777.0,69704.484,68029.31,148486.0,151057.84,91840.05,285152.8,293688.28,180950.88,309290.2,212852.8,
4100,121.06507812927696,6.02555,,,,,,,,,,,120273.06,1.0525083E7,2.8648488E7,167612.89,1.4340868E7,1.94168E7,4.9584616E7,1978633.5,6.572738E7,1691224.4,994915.7,906207.4,1031638.44,105129.06,1564335.4,125761.72,2251011.2,263345.8,2233805.2,2630524.2,429433.5,6347520.5,5390467.0,6892225.5,7503077.0,1.0273619E7,6506096.5,7676950.0,146252.62,164496.75,8446300.0,6209638.0,863070.44,1047402.0,811974.1,489683.34,115485.11,1506568.0,1042423.2,1121300.0,927298.75,700999.9,411922.5,358197.1,442544.47,1.0742418E7,6969272.0,6339715.0,8827472.0,1.0016481E7,1.4072133E7,9029949.0,1.2305302E7,1.2646007E7,
